34,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,34
34,5,0,0,6,7,0,0,0,6,7,0,0,0,6,7,0,0,2,34
34,5,0,0,6,7,0,0,0,6,7,0,0,0,6,7,0,0,2,34
34,5,0,0,6,7,0,0,0,6,7,0,0,0,6,7,0,0,2,34
34,18,5,0,6,7,0,0,0,6,7,0,0,0,6,7,0,0,2,34
34,5,0,0,6,7,0,0,0,6,7,0,0,0,6,7,0,0,2,34
34,5,0,0,6,7,0,0,0,6,7,0,0,0,6,7,0,2,15,34
34,5,0,0,6,7,0,0,0,6,7,0,0,0,6,7,0,0,2,34
34,18,5,0,6,7,0,0,0,6,7,0,0,0,6,7,0,0,2,34
34,5,0,0,6,7,0,0,0,6,7,0,0,0,6,7,0,0,2,34
34,5,0,0,6,7,1,15,16,16,16,16,18,4,6,7,0,0,2,34
34,5,0,0,6,7,0,0,0,6,7,0,0,0,6,7,0,0,2,34
34,5,0,0,6,7,0,0,0,6,7,0,0,0,6,7,0,2,15,34
34,5,0,0,6,7,0,0,0,6,7,0,0,0,6,7,0,0,2,34
46,5,0,0,6,7,0,0,0,6,7,0,0,0,6,0,0,0,2,48
